Image,Contrast,Folder
26.jpg,2339.0410792876264,check4
27.jpg,2861.3641042061913,check4
28.jpg,675.2898335577993,check4
29.jpg,3181.2258804266476,check4
3.jpg,723.73887634754,check4
30.jpg,5669.993975655629,check4
31.jpg,5692.089767468368,check4
32.jpg,726.3534532103723,check4
33.jpg,2593.409935232303,check4
34.jpg,2029.089729558523,check4
35.jpg,3647.3593847834036,check4
36.jpg,4913.427130683667,check4
37.jpg,849.7001876799278,check4
38.jpg,1223.181061577469,check4
39.jpg,867.0624808228448,check4
4.jpg,4185.564291627145,check4
40.jpg,2231.4601137907193,check4
41.jpg,878.3788447282752,check4
42.jpg,3201.017361030435,check4
43.jpg,4347.434354966802,check4
44.jpg,535.5593203405995,check4
45.jpg,2791.3600977556453,check4
46.jpg,340.9808538167589,check4
47.jpg,2415.450351633662,check4
48.jpg,1333.033802354599,check4
49.jpg,2037.5531112229212,check4
5.jpg,2364.7387278917085,check4
50.jpg,1140.9109187187726,check4
6.jpg,6323.077527090291,check4
7.jpg,2681.874325052791,check4
8.jpg,2991.6288022395224,check4
9.jpg,5301.123258318219,check4
1.jpg,7998.4628799419415,check5
10.jpg,6890.0021999916,check5
11.jpg,10647.037723053101,check5
12.jpg,7705.0817210917585,check5
13.jpg,21469.419585424977,check5
14.jpg,4446.669006244385,check5
15.jpg,9369.586210416883,check5
16.bmp,4186.756693236682,check5
17.jpg,9357.261520398055,check5
18.jpg,364.96882396794905,check5
19.jpg,6475.692657858369,check5
2.jpg,1696.7885828391559,check5
20.jpg,483.7768681775228,check5
21.jpg,3956.8285488079414,check5
22.jpg,9307.950577541274,check5
23.jpg,10727.93736049107,check5
24.jpg,5015.231844328483,check5
25.jpg,40424.873196220164,check5
26.jpg,6169.117756364544,check5
27.jpg,5856.577161817936,check5
28.jpg,18958.83801734691,check5
29.jpg,6560.209281206031,check5
3.jpg,29515.528186338935,check5
30.jpg,10951.413377519153,check5
31.jpg,10832.863437801934,check5
32.jpg,4478.5937165363985,check5
33.jpg,10668.511142716416,check5
34.jpg,3069.170219206899,check5
35.jpg,3106.127163363516,check5
36.jpg,4977.246768854102,check5
37.jpg,186.59465342549072,check5
38.jpg,1253.4412290417417,check5
39.jpg,7889.028814960053,check5
4.jpg,12701.666781805594,check5
40.jpg,3968.7197781185073,check5
41.jpg,3353.3735396239417,check5
42.jpg,6487.608261832493,check5
43.jpg,2588.6880711893496,check5
44.jpg,2164.193874575207,check5
45.jpg,3754.579320142191,check5
46.jpg,14975.42062978971,check5
47.jpg,3038.9849463271776,check5
48.jpg,4048.686099616849,check5
49.jpg,2227.627153629365,check5
5.jpg,3371.937392244335,check5
50.jpg,10963.189186759912,check5
6.jpg,17560.882495376085,check5
7.jpg,29953.310316563242,check5
8.jpg,19927.841917253245,check5
9.jpg,3204.660118970113,check5
1.jpg,6010.843144961369,check6
10.jpg,13529.341117607857,check6
11.jpg,9745.63136464643,check6
12.jpg,2206.4964055844216,check6
13.jpg,4536.64046287775,check6
14.jpg,29186.258768363674,check6
15.jpg,6638.5252372772675,check6
16.jpg,15207.501650818187,check6
17.jpg,4699.858816551199,check6
18.jpg,14517.031113565394,check6
19.jpg,6789.084784196348,check6
2.jpg,4588.60778374813,check6
20.jpg,6525.712041937873,check6
21.jpg,4588.60778374813,check6
22.jpg,3772.355769551829,check6
23.jpg,1004.9240985109329,check6
24.jpg,10277.864284057809,check6
25.jpg,16044.134010778474,check6
26.jpg,5433.336548182032,check6
27.jpg,9047.795770361145,check6
28.jpg,20041.61837309711,check6
29.jpg,12328.278600485412,check6
3.jpg,12920.106271231387,check6
30.jpg,9821.782495386647,check6
31.jpg,15357.167405420423,check6
32.jpg,2261.895281974795,check6
33.jpg,6322.637850527861,check6
34.jpg,1399.2505929129468,check6
35.jpg,9963.338037339114,check6
36.jpg,21133.883625651735,check6
37.jpg,2367.4513918146995,check6
38.jpg,14540.893853892192,check6
39.jpg,14044.20798352141,check6
4.jpg,3772.1132539846844,check6
40.jpg,9654.202237395732,check6
41.jpg,5195.239903382886,check6
42.jpg,1262.549603250115,check6
43.jpg,894.159790927199,check6
44.jpg,15773.112982529494,check6
45.jpg,2105.045701563135,check6
46.jpg,1470.0934814554807,check6
47.jpg,2638.060096718082,check6
48.jpg,4701.586883201345,check6
49.jpg,12328.278600485412,check6
5.jpg,2474.3523247971825,check6
50.jpg,13171.516872991877,check6
6.jpg,1297.5941014315674,check6
7.jpg,8027.19866770141,check6
8.jpg,25456.43327679012,check6
