Image,Contrast,Folder
9.jpg,24461.266605775985,check7
1.jpg,41149.66102960277,check8
10.jpg,19021.034992348297,check8
11.jpg,14324.092235277214,check8
12.jpg,15732.247894209258,check8
13.jpg,8478.376510352802,check8
14.jpg,22444.28128300841,check8
15.jpg,15103.601764597528,check8
16.jpg,23389.99207222616,check8
17.jpg,14465.428738353354,check8
18.jpg,13992.377891681928,check8
19.jpg,30443.650330829103,check8
2.jpg,4785.601012083751,check8
20.jpg,19883.66032407126,check8
21.jpg,17550.3000709378,check8
22.jpg,20953.63997695864,check8
23.jpg,15203.702603420383,check8
24.jpg,7229.571036124716,check8
25.jpg,19310.18363188704,check8
26.jpg,8564.485757566004,check8
27.jpg,23992.806573144102,check8
28.jpg,18253.88568199123,check8
29.jpg,22940.760598757424,check8
3.jpg,11405.93473543122,check8
30.jpg,21304.720043501322,check8
31.jpg,30732.835721117215,check8
32.jpg,16031.048622788712,check8
33.jpg,16878.97992806234,check8
34.jpg,10742.481121095008,check8
35.jpg,16089.783357312808,check8
36.jpg,35088.46655432158,check8
37.jpg,17065.222887797438,check8
38.jpg,14100.858766504147,check8
39.jpg,5381.656689244675,check8
