Folder;Filename;Mean;Skew;;;
check2;43.jpg;11.523.957.669.005.100;0.8888404057661586;;;
check2;44.jpg;1.251.653.977.997.440;-0.06965397156247906;;;
check2;45.jpg;9.675.031.887.755.100;10.436.629.077.357.400;;;
check2;46.jpg;10.171.308.992.346.900;0.7803635438566353;;;
check2;47.jpg;11.028.856.425.382.600;-0.5032284002319448;;;
check2;48.jpg;1.079.512.715.242.340;-0.5470234842700333;;;
check2;49.jpg;13.461.342.075.892.800;-0.138842279949259;;;
check2;5.jpg;8.825.027.901.785.710;0.8504428344272341;;;
check2;50.jpg;11.224.992.028.061.200;0.036918536136737914;;;
check2;6.jpg;1.388.359.972.895.400;-0.2747173185846396;;;
check2;7.jpg;9.798.646.763.392.850;0.8187156740839496;;;
check2;8.jpg;11.620.033.482.142.800;0.039400042481453935;;;
check2;9.jpg;10.539.140.226.403.000;0.252359445998028;;;
check3;1.jpg;1.176.063.456.632.650;0.042461408236093255;;;
check3;10.jpg;8.160.662.468.112.240;0.5751054397081339;;;
check3;11.jpg;12.629.817.044.005.100;0.11359316509661804;;;
check3;12.jpg;9.729.683.514.030.610;0.02355485371680613;;;
check3;13.jpg;9.154.217.155.612.240;-0.4245916513427183;;;
check3;14.jpg;9.592.159.598.214.280;0.16630913898317715;;;
check3;15.jpg;17.825.639.748.086.700;-0.62884832034559;;;
check3;16.jpg;13.890.571.189.413.200;-0.5992001305680653;;;
check3;17.jpg;8.871.876.992.984.690;0.3187955047822715;;;
check3;18.jpg;9.605.685.985.331.630;0.45617836638915926;;;
check3;19.jpg;11.150.456.393.494.800;-0.49683117094838447;;;
check3;2.jpg;11.136.658.960.459.100;0.2210456489296077;;;
check3;20.jpg;932.079.081.632.653;0.45617478052174454;;;
check3;21.jpg;9.080.163.823.341.830;0.2236323615249945;;;
check3;22.jpg;1.035.406.568.877.550;0.5233264428613441;;;
check3;23.jpg;12.364.166.135.204.000;0.5116251797934347;;;
check3;24.jpg;10.519.905.931.122.400;0.9245267957284705;;;
check3;25.jpg;10.968.929.368.622.400;0.5678053180493177;;;
check3;26.jpg;8.133.262.914.540.810;0.5539795488658458;;;
check3;27.jpg;12.789.522.879.464.200;0.24189817633633162;;;
check3;28.jpg;9.508.567.841.198.970;-0.22649703871260943;;;
check3;29.jpg;1.075.282.206.632.650;10.361.173.938.488.100;;;
check3;3.jpg;15.161.501.514.668.300;-0.39111114622222243;;;
check3;30.jpg;10.485.100.446.428.500;0.2000399101031614;;;
check3;31.jpg;11.749.908.322.704.000;0.28119849389964485;;;
check3;32.jpg;8.195.298.549.107.140;0.7138895359203576;;;
check3;33.jpg;15.257.358.099.489.700;-0.23927233615359259;;;
check3;34.jpg;11.561.391.900.510.200;0.5443397712981326;;;
check3;35.jpg;14.514.297.672.193.800;-0.292134769027991;;;
check3;36.jpg;1.332.604.830.994.890;0.23871118399871433;;;
check3;37.jpg;7.276.379.145.408.160;0.36284547173738313;;;
check3;38.jpg;849.853.515.625;0.6190454294088324;;;
check3;39.jpg;12.065.186.543.367.300;-0.3953592320034085;;;
check3;4.jpg;1.594.898.756.377.550;-0.6210575116695523;;;
check3;40.jpg;989.072.265.625;0.6350841705016642;;;
check3;41.jpg;59.547.771.843.112.200;15.641.953.320.668.500;;;
check3;42.jpg;773.551.100.127.551;0.5000223668353317;;;
check3;43.jpg;8.289.943.399.234.690;0.7204983162684896;;;
check3;44.jpg;15.035.297.751.913.200;-0.7182395816800202;;;
check3;45.jpg;9.045.424.107.142.850;0.7725336197136256;;;
check3;46.jpg;1.388.204.719.387.750;0.42796160110593895;;;
check3;47.jpg;4.657.091.039.540.810;28.889.505.092.174.000;;;
check3;48.jpg;8.367.655.851.403.060;0.4958371497060531;;;
check3;49.jpg;1.243.965.840.242.340;0.00854948544776824;;;
check3;5.jpg;10.904.960.538.903.000;0.4602482948464573;;;
check3;50.jpg;7.126.751.833.545.910;0.44554035256390717;;;
check3;6.jpg;10.238.305.165.816.300;0.21181721559120206;;;
check3;7.jpg;9.428.441.884.566.320;0.4250741799822382;;;
check3;8.jpg;11.723.431.521.045.900;0.4356938611210975;;;
check3;9.jpg;7.862.912.547.831.630;0.8545518719818895;;;
check4;1.jpg;10.079.643.654.336.700;1.293.033.224.103.830;;;
check4;10.jpg;9.998.295.998.086.730;0.7725375698679662;;;
check4;11.jpg;9.895.531.728.316.320;0.05777028977657393;;;
check4;12.jpg;820.074.537.627.551;0.07713908876128298;;;
check4;13.jpg;1.817.911.152.742.340;0.17459226776108444;;;
check4;14.jpg;4.927.489.237.882.650;10.343.928.827.553.100;;;
check4;15.jpg;6.666.342.474.489.790;0.9346648812869399;;;
check4;16.jpg;1.148.926.777.742.340;-0.04989756972678522;;;
check4;17.jpg;12.753.579.400.510.200;0.28750348251219365;;;
check4;18.jpg;14.817.400.749.362.200;-0.17536210847647402;;;
check4;19.jpg;11.235.088.488.520.400;-0.006319675412472397;;;
check4;2.jpg;9.604.063.695.790.810;0.6156838898623456;;;
check4;20.jpg;8.750.049.824.617.340;0.6279162035734179;;;
check4;21.jpg;11.345.509.805.484.600;0.13653309245654355;;;
check4;22.jpg;15.553.334.263.392.800;-0.260120844451657;;;
check4;23.jpg;5.353.539.540.816.320;0.9879916120355384;;;
check4;24.jpg;9.881.150.350.765.300;-0.044215654155125066;;;
check4;25.jpg;12.726.173.867.984.600;0.24498777186276596;;;
check4;26.jpg;1.143.060.227.997.440;0.6436393317199425;;;
check4;27.jpg;9.990.453.603.316.320;0.8295078050695345;;;
check4;28.jpg;12.304.510.124.362.200;-0.20609118764269635;;;
check4;29.jpg;159.595.703.125;0.20363717577407958;;;
check4;3.jpg;11.904.916.693.239.700;0.40329492332946976;;;
check4;30.jpg;1.527.718.431.122.440;-0.3134378222557241;;;
check4;31.jpg;12.177.216.198.979.500;0.4648137939122057;;;
check4;32.jpg;18.639.217.952.806.100;-0.4513481481061616;;;
check4;33.jpg;9.749.748.883.928.570;0.7270012748345198;;;
check4;34.jpg;14.927.778.220.663.200;-0.06016988953540266;;;
check4;35.jpg;11.434.456.712.372.400;0.31549949851657977;;;
check4;36.jpg;1.182.864.915.497.440;0.6286882015830975;;;
check4;37.jpg;1.043.258.131.377.550;0.8938288083796591;;;
check4;38.jpg;10.545.756.935.586.700;0.8477678753243658;;;
check4;39.jpg;13.872.903.380.102.000;0.030257361686936404;;;
check4;4.jpg;12.804.593.829.719.300;0.2914211475364864;;;
check4;40.jpg;16.619.517.299.107.100;-0.23358369004278123;;;
check4;41.jpg;11.965.939.891.581.600;0.532418263103784;;;
check4;42.jpg;8.594.963.727.678.570;0.4535677039678273;;;
check4;43.jpg;8.415.264.269.770.400;0.8495862283227201;;;
check4;44.jpg;14.295.141.103.316.300;0.22534307710241958;;;
check4;45.jpg;9.571.199.378.188.770;0.5847626772863416;;;
check4;46.jpg;1.737.189.094.387.750;-0.32142516165185203;;;
check4;47.jpg;12.081.291.852.678.500;0.36996134175110845;;;
check4;48.jpg;16.666.665.338.010.200;-0.13739850982689553;;;
check4;49.jpg;9.884.101.961.096.930;0.7155755174243725;;;
check4;5.jpg;9.753.254.544.005.100;0.39886378191948524;;;
check4;50.jpg;7.524.135.044.642.850;0.838624187400376;;;
check4;6.jpg;10.047.199.856.505.100;0.1877883336661113;;;
check4;7.jpg;12.034.867.267.219.300;0.7614070358218769;;;
check4;8.jpg;9.457.539.461.096.930;0.8323331403135962;;;
check4;9.jpg;9.976.634.247.448.970;0.4108172665507406;;;
check5;1.jpg;14.785.241.948.341.800;-0.3664817908933102;;;
check5;10.jpg;1.497.203.443.877.550;0.004108708834726349;;;
check5;11.jpg;16.696.745.455.994.800;-0.3994590442735426;;;
check5;12.jpg;1.399.111.328.125;-0.3742304366242069;;;
check5;13.jpg;13.906.682.477.678.500;-0.3716846053958254;;;
check5;14.jpg;13.308.145.328.443.800;0.35079167260353405;;;
check5;15.jpg;9.426.387.117.346.930;-0.6574517291398397;;;
check5;16.bmp;11.748.848.054.846.900;0.09929996241860806;;;
check5;17.jpg;11.743.074.378.188.700;-0.4527001571347386;;;
check5;18.jpg;10.837.185.108.418.300;-0.587664790250309;;;
check5;19.jpg;8.418.325.494.260.200;11.998.337.332.074.100;;;
check5;2.jpg;15.199.428.013.392.800;-0.36359645855532896;;;
check5;20.jpg;12.871.980.628.188.700;-0.8271528180089259;;;
check5;21.jpg;8.391.864.636.479.590;10.325.550.994.709.400;;;
check5;22.jpg;11.834.113.919.005.100;0.31591793830393966;;;
check5;23.jpg;1.256.871.412.627.550;-0.14831817659356258;;;
check5;24.jpg;958.004.225.127.551;0.3214569066585695;;;
check5;25.jpg;13.689.347.496.811.200;0.03298932757283512;;;
check5;26.jpg;11.345.972.177.933.600;0.3377795950212457;;;
check5;27.jpg;1.239.638.671.875;0.3005232344185253;;;
check5;28.jpg;8.242.598.054.846.930;0.5256963765187186;;;
check5;29.jpg;10.755.464.764.030.600;-0.0829572098093906;;;
check5;3.jpg;13.609.440.768.494.800;0.06156076770560992;;;
check5;30.jpg;16.430.080.117.984.600;-0.3621532159602367;;;
check5;31.jpg;16.430.032.286.352.000;-0.3617981310027206;;;
check5;32.jpg;1.667.879.862.882.650;-0.3464290543417724;;;
check5;33.jpg;1.539.241.270.727.040;-0.31475731398169216;;;
check5;34.jpg;12.958.406.409.438.700;-0.14567712544191808;;;
check5;35.jpg;10.984.321.189.413.200;-0.6613307805558213;;;
check5;36.jpg;1.711.374.960.140.300;-0.571016011925847;;;
check5;37.jpg;11.515.973.772.321.400;0.27288800461263696;;;
check5;38.jpg;10.273.816.167.091.800;-0.06378436941942889;;;
check5;39.jpg;11.823.822.146.045.900;0.11866314533668026;;;
check5;4.jpg;15.278.097.098.214.200;-0.5242247514843767;;;
check5;40.jpg;5.844.252.232.142.850;0.7058931154961495;;;
check5;41.jpg;12.188.783.482.142.800;0.22034151554025705;;;
check5;42.jpg;17.526.668.128.188.700;-0.01827998806851349;;;
check5;43.jpg;10.026.933.195.153.000;0.6299147872987545;;;
check5;44.jpg;13.338.911.033.163.200;-0.29492475101593435;;;
check5;45.jpg;12.036.692.841.198.900;0.19659122110584507;;;
check5;46.jpg;10.353.597.337.372.400;0.6508292703640531;;;
check5;47.jpg;11.026.877.391.581.600;0.2986563112759193;;;
check5;48.jpg;1.314.582.071.109.690;0.07980426450557403;;;
check5;49.jpg;11.595.527.742.346.900;0.44872270929751523;;;
check5;5.jpg;9.492.990.672.831.630;0.6387754974139453;;;
check5;50.jpg;9.316.697.225.765.300;0.11551055729066778;;;
check5;6.jpg;11.120.842.633.928.500;0.49374240105830836;;;
check5;7.jpg;9.293.401.227.678.570;0.32026504111068194;;;
check5;8.jpg;55.618.044.483.418.300;13.796.644.330.251.500;;;
check5;9.jpg;12.044.126.674.107.100;-0.5283867208563877;;;
check6;1.jpg;14.379.282.924.107.100;-0.3635830381105504;;;
check6;10.jpg;12.267.175.542.091.800;0.3482769172559261;;;
check6;11.jpg;13.380.526.546.556.100;-0.1682433485165955;;;
check6;12.jpg;1.283.146.524.234.690;-0.021064242439011685;;;
check6;13.jpg;13.720.613.440.688.700;0.3006160399693076;;;
check6;14.jpg;10.779.504.145.408.100;0.5624093926132525;;;
check6;15.jpg;14.715.102.838.010.200;-0.27136973340669673;;;
check6;16.jpg;10.483.380.500.637.700;0.7928767864524483;;;
check6;17.jpg;10.618.106.265.943.800;0.2515650028125585;;;
check6;18.jpg;1.000.962.213.010.200;0.8983763076508832;;;
check6;19.jpg;12.920.649.314.413.200;-0.20074061847957664;;;
check6;2.jpg;12.031.335.698.341.800;0.10229491083422203;;;
check6;20.jpg;11.798.983.577.806.100;0.5339990059376034;;;
check6;21.jpg;12.031.335.698.341.800;0.10229491083422203;;;
check6;22.jpg;9.440.351.961.096.930;0.6689345698238744;;;
check6;23.jpg;12.266.910.475.127.500;0.24102213245704826;;;
check6;24.jpg;10.058.358.577.806.100;0.7743048845023145;;;
check6;25.jpg;11.077.176.339.285.700;0.6280113192336365;;;
check6;26.jpg;1.385.959.024.234.690;-0.34836103180180594;;;
check6;27.jpg;14.987.113.360.969.300;-0.32846791227031885;;;
check6;28.jpg;12.683.129.384.566.300;0.23302716659373326;;;
check6;29.jpg;10.702.754.304.846.900;0.766733551716789;;;
check6;3.jpg;13.421.173.469.387.700;0.24424336020150988;;;
check6;30.jpg;1.821.399.473.852.040;-0.7754468907418396;;;
check6;31.jpg;938.486.328.125;0.851139853450413;;;
check6;32.jpg;12.892.195.471.938.700;-0.13502968241528823;;;
check6;33.jpg;11.336.766.581.632.600;0.03502679412467488;;;
check6;34.jpg;12.487.348.533.163.200;0.05131595048369671;;;
check6;35.jpg;11.021.960.698.341.800;0.41440925810887064;;;
check6;36.jpg;11.570.210.857.780.600;0.3402436456859114;;;
check6;37.jpg;10.172.289.540.816.300;0.2711816856623608;;;
check6;38.jpg;1.048.978.196.747.440;0.8058073178717032;;;
check6;39.jpg;951.715.162.627.551;1.057.615.357.833.800;;;
check6;4.jpg;7.344.226.323.341.830;16.791.168.824.147.800;;;
check6;40.jpg;1.003.975.605.867.340;11.052.926.122.908.500;;;
check6;41.jpg;15.214.323.580.994.800;-0.14946792266944423;;;
check6;42.jpg;15.113.205.516.581.600;-0.27463143221524516;;;
check6;43.jpg;11.942.869.100.765.300;0.010356937495103316;;;
check6;44.jpg;1.359.774.394.132.650;0.12871057523596574;;;
check6;45.jpg;13.772.586.495.535.700;0.15348475110158538;;;
check6;46.jpg;8.441.254.783.163.260;0.7227380514639578;;;
check6;47.jpg;13.272.849.569.515.300;-0.15140967081788861;;;
check6;48.jpg;10.699.623.325.892.800;0.21058227746296262;;;
check6;49.jpg;10.702.754.304.846.900;0.766733551716789;;;
check6;5.jpg;9.790.232.382.015.300;0.5967230645740315;;;
check6;50.jpg;9.946.177.455.357.140;0.9037133134319932;;;
check6;6.jpg;11.867.576.132.015.300;0.05406607271220472;;;
check6;7.jpg;9.578.360.172.193.870;0.9193006862545133;;;
check6;8.jpg;13.290.053.013.392.800;0.413701037765923;;;
check6;9.jpg;14.283.161.272.321.400;-0.3087064852187764;;;
check7;1.jpg;8.489.897.560.586.730;0.7159989188286717;;;
check7;10.jpg;9.520.912.388.392.850;0.5957809447553489;;;
check7;11.jpg;12.874.139.030.612.200;0.032786072419554585;;;
check7;12.jpg;8.672.191.884.566.320;-0.09749053397608702;;;
check7;13.jpg;8.634.446.747.448.970;0.11234642329435235;;;
check7;14.jpg;9.003.342.235.331.630;0.3510460930218351;;;
check7;15.jpg;5.242.012.117.346.930;0.9422941634949185;;;
check7;16.jpg;8.712.282.764.668.360;10.299.004.911.441.300;;;
check7;17.jpg;13.533.998.325.892.800;-0.17884878702712734;;;
check7;18.jpg;8.452.686.543.367.340;0.46172351292771535;;;
check7;19.jpg;15.548.198.341.836.700;-0.17325200091921644;;;
check7;2.jpg;861.649.394.132.653;0.6667376003620028;;;
check7;20.jpg;118.208.984.375;0.024274680015888908;;;
check7;21.jpg;11.835.871.731.505.100;0.11712232350455556;;;
check7;22.jpg;11.626.889.349.489.700;-0.049933210887717225;;;
check7;23.jpg;9.137.924.505.739.790;0.01483738969689835;;;
check7;24.jpg;948.393.255.739.796;0.01970182276267682;;;
check7;25.jpg;12.161.369.977.678.500;0.33397162586454493;;;
check7;26.jpg;12.141.348.453.443.800;-0.1531253297314983;;;
check7;27.jpg;1.435.599.290.497.440;-0.33948427847530926;;;
check7;28.jpg;1.333.545.918.367.340;-0.23536316622129597;;;
check7;29.jpg;10.371.121.651.785.700;1.085.950.103.639.030;;;
check7;3.jpg;8.441.711.176.658.160;0.5979626674645482;;;
check7;30.jpg;9.877.861.926.020.400;0.19028292842783973;;;
check7;31.jpg;12.130.937.101.403.000;0.044870229725685475;;;
check7;32.jpg;12.484.355.070.153.000;0.2835415448621411;;;
check7;33.jpg;9.815.720.663.265.300;0.10395047413520177;;;
check7;34.jpg;12.380.961.017.219.300;0.5665184984879815;;;
check7;35.jpg;9.952.586.894.132.650;0.22270530521616527;;;
check7;36.jpg;10.515.543.287.627.500;0.31926249553259545;;;
check7;37.jpg;1.029.975.286.989.790;0.40676045636468805;;;
check7;38.jpg;9.874.388.153.698.970;0.29443835012690445;;;
check7;39.jpg;1.143.349.609.375;0.17659219754810665;;;
check7;4.jpg;12.635.564.811.862.200;-0.09571867396771294;;;
check7;40.jpg;11.928.350.207.270.400;0.254935809763928;;;
check7;41.jpg;10.135.050.621.811.200;0.9029352065246445;;;
check7;42.jpg;9.058.663.504.464.280;0.7570166235576304;;;
check7;43.jpg;9.027.319.834.183.670;-0.5608195786641021;;;
check7;44.jpg;1.179.476.243.622.440;0.2854283205562963;;;
check7;45.jpg;11.535.353.555.484.600;0.2882301590318633;;;
check7;46.jpg;8.547.092.235.331.630;0.6108166712142319;;;
check7;47.jpg;11.464.672.353.316.300;-0.5491420052506042;;;
check7;48.jpg;9.972.698.102.678.570;-0.177512030178792;;;
check7;49.jpg;7.796.707.589.285.710;0.07950419588500565;;;
check7;5.jpg;741.285.475.127.551;0.7552012351607369;;;
check7;50.jpg;6.139.469.068.877.550;0.626412188206777;;;
check7;6.jpg;11.486.782.525.510.200;0.16732920554068398;;;
check7;7.jpg;13.073.706.552.933.600;0.2801186880288612;;;
check7;8.jpg;13.570.216.836.734.600;-0.5277713273627526;;;
check7;9.jpg;4.178.814.572.704.080;12.013.894.026.326.300;;;
check8;1.jpg;9.121.380.739.795.910;0.7279680764308438;;;
check8;10.jpg;10.243.289.620.535.700;0.6483523566690551;;;
check8;11.jpg;915.757.134.885.204;0.6103823247448845;;;
check8;12.jpg;11.144.891.980.229.500;0.4514351570661685;;;
check8;13.jpg;1.063.807.597.257.650;11.656.304.134.410.100;;;
check8;14.jpg;7.087.159.199.617.340;0.9975924284588507;;;
check8;15.jpg;8.675.177.375.637.750;0.8229745295528172;;;
check8;16.jpg;13.026.468.829.719.300;-0.27457179925508446;;;
check8;17.jpg;990.777.662.627.551;0.5807077558710396;;;
check8;18.jpg;1.042.168.965.242.340;0.6395600008860729;;;
check8;19.jpg;10.904.673.549.107.100;0.6927821920657004;;;
check8;2.jpg;9.794.282.126.913.260;0.22602765644463346;;;
check8;20.jpg;9.637.850.765.306.120;0.5034967394674426;;;
check8;21.jpg;10.985.710.299.744.800;0.1540583291088685;;;
check8;22.jpg;10.809.028.220.663.200;0.05634759744870679;;;
check8;23.jpg;1.262.767.259.247.440;-0.20616552325217244;;;
check8;24.jpg;1.049.380.181.760.200;0.6212103418901795;;;
check8;25.jpg;9.004.113.520.408.160;10.717.271.531.019.300;;;
